Firm,exchange,industry,year,asset_turnover,roa,roe,current_ratio,interest_cover,debt_to_equity_perc,debt-to_asset_perc,emission_trading,esg_combined,Environmental,Social,Governance,debt_to_asset_perc,Scope_1_and_2,co2_emission,size,ln_revenue,ln_debt,ln_equity,z_score,ln_co2_revenue,emission
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2014,0.56953726,-3.0895054,-5.72238993,2.76328,1.71257,60.26725,33.14317,FALSE,35.17331211,10.509839,57.09732673,34.59326627,33.14317,,603324,21.036423,20.53435462,19.93208898,20.43847026,1.47512071,-7.22414497,0.7287754
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2015,0.57784344,-15.62930134,-29.903919,3.15155,0.74976,78.40132,38.38725,FALSE,33.88310455,11.41257537,50.62035974,38.6603615,38.38725,,466864,20.845514,20.39706467,19.8880688,20.13139826,1.14915058,-7.3432714,0.64693069
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2016,0.65306973,1.40491972,2.76216086,4.43133,1.77038,65.70106,34.64417,FALSE,33.12663473,2.83114257,50.32187541,48.36908463,34.64417,249673.1169,490850,20.863359,20.42840472,19.80331843,20.22337356,1.6250408,-7.32451086,0.65918202
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,0.65443464,2.69764469,5.09933614,3.55127,1.88065,61.67408,32.72945,FALSE,26.85950794,1.77454002,46.99197359,29.81975438,32.72945,265976.069,489745,20.895,20.45532103,19.77810484,20.26141131,1.9494869,-7.3536809,0.64023139
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2018,0.67807382,4.04951151,7.36512049,3.49412,2.08251,52.21678,29.57754,FALSE,24.6068523,0,42.41257612,30.69507101,29.57754,280113.1127,512164,21.036441,20.57971989,19.8182859,20.46805225,2.0323696,-7.43331973,0.59122156
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2019,0.81218542,7.1487934,13.19177099,2.37761,2.78744,53.65802,28.40305,FALSE,21.09964361,0,39.33302381,21.45998189,28.40305,564211.4465,766706,21.704132,21.21698111,20.44545884,21.06669241,2.00353044,-7.66712242,0.46796249
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2020,0.75644606,1.75752265,3.38184356,2.48287,2.85789,63.14374,32.22352,FALSE,48.7850314,35.82160703,63.2147987,43.71715437,32.22352,14620.83723,12002,21.732279,21.43918085,20.59980584,21.05562821,1.71313381,-12.04635227,0.00586591
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2021,0.7974237,-1.84097075,-3.57281461,2.26104,1.63703,59.16508,30.80846,FALSE,54.61320224,46.58941793,57.57994316,61.251801,30.80846,13645.43956,8655,21.636681,21.45925313,20.45930029,20.97649232,1.33704694,-12.39336067,0.00414602
PRN.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2022,0.92298815,2.66265513,5.36722506,1.87551,2.05852,68.20057,32.33304,FALSE,51.97244593,40.73399419,54.5401569,63.87270045,32.33304,11041.6267,6684,21.749047,21.61430276,20.61996653,20.99477279,1.57036717,-12.80683087,0.00274198
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2003,0.56342775,8.63066866,19.50600185,1.14136,2.60814,57.04494,25.35835,FALSE,66.74742209,79.62693798,80.3751926,25.95238095,25.35835,,47070000,24.086484,23.52959151,22.71442246,23.25019376,2.38345292,-5.8624451,2.84428062
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2004,0.78256673,13.59581974,28.90602887,1.32365,3.86158,44.03241,21.76226,FALSE,56.96873085,79.5599762,91.14114553,71.00177981,21.76226,,52000000,24.164004,23.8808193,22.63901129,23.43650256,3.41665102,-6.11406502,2.21154255
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2005,0.73157844,24.47538089,53.62766564,0.94456,13.81901,55.53137,23.77698,TRUE,65.24479351,68.04705562,50.75253219,84.97942387,23.77698,,52107300,24.45719,24.00875303,23.02073788,23.58974327,3.47583164,-6.23993742,1.94997755
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2006,0.86541462,33.0597707,71.35068797,0.99041,31.10204,36.86772,18.58356,TRUE,60.42732789,64.75021533,58.11345244,58.02337398,18.58356,,51826140,24.605159,24.38936273,22.92226661,23.910362,5.02886867,-6.62595752,1.32551063
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2007,0.86377365,33.0597707,70.66742685,1.21659,61.45122,41.51347,20.2267,TRUE,46.6998712,87.25026168,90.17725444,70.47509579,20.2267,,52020160,24.840741,24.58342697,23.24257391,24.11330115,5.23018665,-6.81628507,1.09578413
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2008,0.86561581,33.0597707,68.10516089,1.31569,46.48405,32.51543,16.70219,TRUE,54.51742608,86.21979383,92.17982593,58.29934495,16.70219,,51700000,25.054104,24.80878826,23.26447405,24.36962915,5.67904465,-7.04781993,0.86930204
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2009,0.64881314,15.0111773,29.13208115,1.89755,36.01136,40.33062,20.84423,TRUE,52.76314471,81.0317328,93.34649029,75.21118667,20.84423,,48500000,25.089798,24.63949996,23.52170504,24.41099463,4.08272254,-6.94242561,0.9659238
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2010,0.62996504,23.35254322,43.47401155,1.92716,101.46701,31.95686,17.74186,TRUE,45.99515315,82.61441262,92.76495516,79.72619048,17.74186,,45700000,25.210238,24.68973915,23.4809947,24.60534497,4.32211738,-7.05213029,0.86556309
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2011,0.7481697,32.59599942,58.37473385,1.28078,135.31707,27.5422,15.45569,TRUE,44.31582866,83.62326415,90.50555654,84.42858402,15.45569,,40800000,25.357218,24.99630037,23.4900251,24.76213292,5.19946701,-7.47210773,0.56872831
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2012,0.60705534,20.61388586,38.34027555,0.92816,60.36235,42.23001,21.91486,TRUE,45.36662392,85.19171334,85.23293479,91.72101698,21.91486,,40200000,25.585192,24.97855225,24.06718715,24.91094894,3.24414683,-7.4691747,0.57039885
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2013,0.40126504,15.51717073,29.25774007,0.94111,30.61933,44.07831,23.845,TRUE,47.42637147,83.78260344,84.23554011,91.10015664,23.845,,46700000,25.65902,24.70965392,24.22542407,24.98124454,2.56538977,-7.0503992,0.86706276
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2014,0.39066592,14.95916942,27.05495012,1.23428,42.27723,40.51088,22.84414,TRUE,54.73957634,85.70264132,87.66427117,93.57999173,22.84414,,45000000,25.743277,24.76213292,24.26680155,25.09452218,2.75057162,-7.13995988,0.79278391
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2015,0.32345748,5.83782922,10.33304046,1.27355,29.21836,44.18456,25.02007,FALSE,70.94732256,85.9553578,92.14110785,92.98262575,25.02007,,38300000,25.548214,24.52180655,24.16272193,24.89407749,2.26458193,-7.06084609,0.8580518
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2016,0.23460476,1.47084789,2.74238991,1.43549,5.86407,60.62992,30.61798,TRUE,46.03510181,85.97246055,91.90689918,93.53678756,30.61798,18012000,18000000,25.501994,24.07551804,24.31841137,24.71760588,1.59484537,-7.36963573,0.63009767
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,0.30293398,9.43977555,18.13887961,1.85254,11.70667,48.58272,26.04482,TRUE,48.70710358,84.76782073,90.17525107,95.73169957,26.04482,16230000,16300000,25.485491,24.29953635,24.1401397,24.77083321,2.2099972,-7.69286068,0.45607163
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2018,0.37667413,12.88302569,23.90839249,2.51126,14.79688,44.18164,23.93453,TRUE,73.88082472,85.58442038,88.68383594,95.51773373,23.93453,15664000,17000000,25.441702,24.48746146,24.01185427,24.74130514,2.92411912,-7.83873756,0.39416634
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2019,0.416135,14.14020878,26.75520472,1.89424,15.25479,47.90831,24.61606,TRUE,44.94080544,84.59940748,85.3762182,94.48349974,24.61606,14800000,15470000,25.337009,24.5139796,23.93523789,24.57850683,3.11996197,-7.95956637,0.34930455
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2020,0.37681636,12.41565583,24.66369869,1.44839,15.53516,51.84092,25.58142,TRUE,48.41298458,84.36310556,89.28459447,97.96158057,25.58142,14700000,14700000,25.384183,24.38487686,24.0208789,24.59165039,2.66834066,-7.88151881,0.37765903
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2021,0.53033635,22.63300102,45.07700872,1.62732,58.95446,37.73582,19.26336,TRUE,45.88313564,81.02795466,87.82769435,98.18766421,19.26336,15100000,15100000,25.413944,24.76493018,23.76697842,24.66025459,3.96214332,-8.23472488,0.26527995
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2022,0.63792487,32.47245128,63.49848138,1.69419,67.28571,33.68741,17.26247,TRUE,46.86862254,82.95954016,87.6445864,98.01607828,17.26247,14000000,13900000,25.278889,24.89915966,23.52225303,24.52897231,4.17307936,-8.45176027,0.21352423
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2023,0.54786167,21.78640144,43.991531,1.22622,26.07944,46.04368,22.05911,TRUE,44.5228097,78.56080233,86.61283138,92.24647126,22.05911,11800000,11800000,25.341313,24.70885524,23.82986842,24.51866513,3.50200095,-8.42524515,0.21926157
BHP.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2024,0.546583,15.7597541,32.86840758,1.70243,20.81753,42.17834,20.23993,TRUE,37.97033903,68.58887687,66.1013709,88.78921593,20.23993,,11900000,25.351781,24.74249166,23.75426872,24.52571948,3.55718583,-8.4504427,0.21380574
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2010,0.0219018,-20.17693895,-21.28705675,7.11558,-18.35604,0.33834,0.23112,FALSE,17.91167914,0,22.82316012,35.53571429,0.23112,,238.209,17.96967,13.17919729,10.55604709,17.91564508,20.96814757,-7.70604886,0.45009637
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2011,0.03075884,-6.85851758,-7.36636268,6.28268,-18.35604,0.33834,0.23112,FALSE,13.69734837,0,17.29495602,27.43413517,0.23112,,2801.67,18.851811,15.02343455,10.85437293,18.77308315,13.80687153,-7.0854636,0.83718658
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2012,0.0219018,-5.76177466,-6.10002612,4.0122,-18.35604,0.33834,0.23112,FALSE,14.36228556,5.49826371,16.04052237,24.31693989,0.23112,,2052.37,18.812145,14.55611082,10.13816434,18.77716642,10.05771499,-6.92936032,0.97862668
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2013,0.0219018,-8.05857989,-8.28637705,11.56413,-18.35604,0.33834,0.23112,FALSE,15.55923317,4.87638802,14.90444002,31.94444444,0.23112,,1170.05,18.785335,14.1105289,9.68227963,18.7647037,6.89292597,-7.04572714,0.8711232
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2014,0.0219018,-5.45465483,-5.55765428,11.9677,-18.35604,0.33834,0.23112,FALSE,15.68808215,5.59961419,22.4920392,18.99728997,0.23112,,900.318,18.733862,13.77748257,10.89203288,18.71717784,6.25378384,-6.97473454,0.9352146
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2015,0.0219018,-3.997501,-4.05886654,11.29434,-18.35604,5.257536,3.27298,FALSE,19.38185038,4.75544895,14.25674852,48.74583158,3.27298,,236.688,18.69974,13.32987011,12.45153091,18.68600341,6.85283031,-7.86312729,0.38466902
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2016,0.0219018,-22.92612213,-28.72749979,12.70099,-18.35604,6.908738,4.635208,FALSE,17.5416066,4.40027019,13.13077176,43.60639033,4.635208,126.0286101,130.987,18.417848,12.83820841,13.44801672,18.4055085,9.0950976,-7.96311033,0.34806882
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,0.0219018,-4.20572099,-4.25932688,12.81468,-18.35604,0.33834,0.249016,FALSE,15.1640685,3.50153576,13.57003839,34.49280367,0.249016,94.41937148,102.414,18.44919,12.52974546,12.45153091,18.43620806,12.528339,-7.90072204,0.37047595
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2018,0.0219018,-5.63828421,-5.74580496,3.23416,-18.35604,0.33834,0.249016,FALSE,18.89337985,2.7323527,12.30377871,52.85714286,0.249016,77.90947493,99.4716,18.44006,12.41968694,12.24101493,18.41517201,9.42628785,-7.81981476,0.40169609
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2019,0.0219018,-6.05706286,-6.17453965,3.78017,-18.35604,0.424954,0.360808,FALSE,18.52017493,1.3269083,12.47152449,53.07692308,0.360808,43.81475908,47.7634,18.479558,11.75376747,13.41532497,18.46577739,32.33702115,-7.88750782,0.37540399
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2020,0.0219018,-4.25210733,-4.33183032,8.43582,-18.35604,0.33834,0.3206,FALSE,17.59618411,3.57804747,11.74704677,47.27493282,0.3206,67.81834525,92.437,18.693616,12.65320099,12.95089867,18.67115286,12.52780794,-8.12667366,0.29554967
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2021,0.0219018,-5.10812239,-5.23928399,3.10752,-18.35604,0.33834,0.23112,FALSE,22.96219568,15.97251248,21.53333534,35.32248496,0.23112,20.45517987,25.5126,18.64809,11.58875624,12.15950501,18.61970413,23.55627201,-8.34958379,0.23649493
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2022,0.0219018,-22.92612213,-27.96685522,2.36848,-18.35604,0.35826,0.33088,FALSE,28.74930598,23.97068403,23.09273743,44.86915145,0.33088,69,69,18.780601,11.77831592,13.06941819,18.70109704,22.18458858,-7.54420941,0.52916545
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2023,0.0219018,-22.92612213,-36.0154634,3.21988,-18.35604,0.76114,0.63025,FALSE,31.43678241,31.23418814,28.77347466,36.092033,0.63025,722,722,19.374389,14.97792391,14.30757896,19.18569131,6.15954016,-8.39589877,0.22579145
ARU.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2024,0.02471204,-22.92612213,-36.0154634,1.88656,-18.35604,0.52009,0.44067,FALSE,36.66951849,33.26374087,37.14920497,40.73411604,0.44067,,591,18.95184,15.48480423,13.52720296,18.78611731,5.11439106,-9.10298822,0.11133263
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2010,0.02726651,-22.92612213,-36.0154634,5.24502,-18.35604,1.24398,1.14074,FALSE,22.03994988,29.16666667,13.79690949,20.92198582,1.14074,,3504.58,16.992634,13.47693231,12.51914465,16.9059954,43.1102114,-5.31510634,4.91675587
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2011,0.02885643,-22.92612213,-36.0154634,39.55141,-18.35604,0.33834,0.23112,FALSE,15.75832086,25,7.32615894,11.56028369,0.23112,,2656.23,17.997558,14.07092767,11.60046004,17.97755684,32.11914301,-6.18626457,2.05749806
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2012,0.04415074,-22.81288203,-23.29583386,33.2859,-18.35604,0.33834,0.23112,FALSE,17.51939884,15,4.68306528,32.81481481,0.23112,,2818.26,17.780982,14.77497572,11.55717199,17.75885338,35.73175526,-6.83110076,1.079669
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2013,0.04613592,-22.88499206,-23.78269392,11.31239,-18.35604,0.62521,0.5899,FALSE,17.73995078,6.25,14.07284768,37.31884058,0.5899,,1880.09,17.614564,14.62506694,12.4815923,17.55642728,7.68803678,-7.08599202,0.83674431
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2014,2.46688327,-18.5634627,-19.50003531,14.8658,-14.97226,0.75327,0.72478,FALSE,18.33190395,6.25,5.46357616,46.45833333,0.72478,,2134.36,17.42591,20.45184476,12.49885046,17.38735067,17.73078718,-12.53497978,0.018192164
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2015,2.46688327,-22.92612213,-24.53380658,10.48532,-14.323158,1.01714,0.97206,FALSE,18.75986278,6.25,18.70860927,36.73333333,0.97206,,2405.71,17.212101,20.45184476,12.57859436,17.16676584,20.05563928,-12.53497978,0.018192164
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2016,2.46688327,-22.92612213,-36.0154634,8.84446,-18.35604,0.33834,0.23112,FALSE,24.39255085,6.25,31.07852412,44.6,0.23112,,0,17.162271,20.73804373,10.19076954,17.08515467,31.9650878,-13.63813965,0.001422278
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,2.46688327,-22.92612213,-36.0154634,6.33258,-12.553638,86.771936,17.18522,FALSE,4.97032322,0,7.41855273,8.08207705,17.18522,,69,17.808151,20.45184476,13.90181345,17.69638567,14.98919511,-12.53497978,0.018192164
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2018,2.46688327,-5.35753226,-9.96990864,1.34767,-13.183484,148.67892,56.52428,FALSE,7.75267979,0,7.07941889,19.96825397,56.52428,,78.79,18.628085,20.48476563,18.05758523,17.66096632,-0.37250848,-11.47874462,0.133129144
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2019,2.46688327,28.34200389,54.46736482,2.43961,16.5546,45.16372,29.99666,FALSE,6.94958984,0,5.10236617,19.93806295,29.99666,,49.46,18.602335,21.19456177,17.39825142,18.19312748,0.61943193,-10.74994174,0.0630137
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2020,2.46688327,-22.92612213,-36.0154634,1.18342,-15.937418,208.815,65.76961,FALSE,26.37067024,49.63466626,17.25279319,7.96879666,65.76961,,20.85,18.560164,19.85806112,18.14115201,17.4048735,-0.79678486,-9.214686118,0.15165687
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2021,2.46688327,-22.92612213,-36.0154634,0.77925,-13.359904,331.296914,107.13818,FALSE,23.98430994,48.89950421,11.28285801,9.0887999,107.13818,,17.98,18.316042,18.35382005,18.38499139,18.00507116,-2.49837995,-9.957834388,0.071357458
BKY.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2022,2.46688327,33.0597707,83.67273785,35.86879,21.25478,0.33834,0.23112,FALSE,22.81163754,44.70702515,12.28473862,8.68066631,0.23112,,0,18.314086,20.90627201,18.07385084,18.2886682,41.14527041,-9.466718608,0.078593288
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2010,0.0219018,17.04419053,17.45120626,4.58072,112.66426,4.928246,3.992094,FALSE,18.90494664,8.03164709,13.89400803,42.70238095,3.992094,,4728.57,17.662335,13.15397057,14.54290025,17.63471649,117.4822543,-4.69259246,9.16290093
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2011,0.0219018,-4.97704919,-5.14819249,4.69275,-18.35604,0.608284,0.54379,FALSE,13.82528374,1.33526205,13.24393609,32.68041237,0.54379,,318.89,17.992203,13.74508809,13.36884283,17.95391985,59.29366535,-7.98024188,0.34215665
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2012,0.02242607,33.0597707,61.09522806,230.19028,15.817102,30.570968,14.957524,FALSE,16.66989647,8.61326443,14.98224648,30.98360656,14.957524,,43004,19.379303,15.11160665,16.99057014,19.28085816,9.67794316,-4.44255824,11.76580027
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2014,0.10941652,-0.55305926,-0.62204989,2.77136,-18.35604,25.991842,15.754446,FALSE,18.04681939,9.05635063,16.53587467,33.40942844,15.754446,,10447.1,19.118741,17.04489102,17.20053771,18.97582943,2.42412676,-7.79081131,0.41351726
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2015,0.52285617,-4.15204962,-4.72161778,2.51906,-18.16354,19.407454,13.091262,FALSE,26.05706825,23.30071494,23.15754176,34.75984307,13.091262,,27195.7,19.067606,18.44505135,16.97506992,18.95395256,3.61736052,-8.2342372,0.26540935
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2016,0.53186359,3.23269275,3.6938685,3.69152,16.29358,40.45041,22.754562,FALSE,26.58700011,18.69212793,23.1,43.61778929,22.754562,36712.31078,32123.6,19.214849,18.51256689,17.96485219,19.06416488,2.49571719,-8.13522065,0.29303437
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,0.55560954,-15.83358883,-18.89893226,2.80714,10.15845,8.251738,5.42248,FALSE,20.05472309,14.80255379,19.75591191,28.07255075,5.42248,40232.55259,30730.4,19.127484,18.58443092,16.6722772,18.92101351,2.42953317,-8.25142324,0.26088699
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2018,0.59865092,14.42392503,17.62677902,3.39767,53.75124,6.212178,4.793728,FALSE,16.29712421,16.12972378,12.86440678,22.16290727,4.793728,40892.65027,25932.1,19.259974,18.68284499,15.68153033,19.06461667,2.95248468,-8.51960813,0.1995176
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2019,0.38533436,10.57500469,12.5603554,6.14713,64.3985,3.775434,3.046158,FALSE,18.08653147,24.17236514,9.91799584,22.7508255,3.046158,32368.62161,16770.7,19.331746,18.34285973,15.75503119,19.18090697,4.98472646,-8.61547114,0.18127939
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2020,0.25172794,6.90968897,8.2757417,4.86812,88.34322,2.47021,2.0155,FALSE,24.49150252,30.61271323,16.59990767,28.65121429,2.0155,16035.87202,36742,19.607643,18.09977275,15.7033375,19.40420387,8.06071971,-7.58809696,0.50644392
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2021,0.453368,17.04833613,20.94777002,1.81825,122.40196,4.8109,3.90153,FALSE,30.71759483,31.01025822,21.14067244,45.99362234,3.90153,24204.71789,46844,19.280253,18.66623528,16.03645166,19.07073773,10.15182615,-7.91165707,0.36644685
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2022,0.55755852,33.0597707,43.64226314,3.88149,67.30063,5.59593,4.23012,FALSE,27.17255451,19.20280278,23.84296716,44.05268905,4.23012,21308.19171,55823,19.689562,18.92151664,16.52662273,19.40975343,4.14921214,-7.99157539,0.33830071
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2023,0.49624354,15.78039191,21.300787,2.45679,59.90495,4.51538,3.28635,FALSE,22.95810219,17.23528698,20.27063756,35.56525989,3.28635,22443.61684,58619,19.836995,19.06530447,16.42160186,19.51928303,3.72248981,-8.08649032,0.30766768
ALK.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2024,0.39455756,5.57472693,8.0220424,1.37519,15.91041,15.84425,10.5484,FALSE,22.65272734,18.13420609,20.19165739,33.13183048,10.5484,,62260,19.956894,18.96875013,17.70769814,19.55006146,2.05007847,-7.92967568,0.35990312
SRL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,0.0219018,-16.53188602,-17.90329809,14.45125,-18.35604,2.51358,2.36768,FALSE,9.46690919,4.65116279,9.79149378,15.83752094,2.36768,546.1478843,560.508,18.606089,14.28488899,14.86282955,18.54629085,30.39467122,-7.95604548,0.35053659
SRL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2018,0.03122775,-8.38113982,-8.49370876,17.50062,-18.35604,0.33834,0.23112,FALSE,9.54816192,4.65116279,10.97593367,14.22723475,0.23112,1761.281636,2049.35,19.382805,15.60158724,12.6760652,19.39012544,34.79373266,-7.9763093,0.34350486
SRL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2019,0.03000828,-7.03369049,-7.18903904,8.05402,-18.35604,0.33834,0.23112,FALSE,12.2656647,4.65116279,11.08454681,25.1155051,0.23112,2135.737607,2024.13,19.338838,15.85478093,11.8277362,19.28596446,12.07932655,-8.24188568,0.26338712
SRL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2020,0.0219018,-22.92612213,-36.0154634,7.98378,-18.35604,3.21025,2.74409,FALSE,11.1356955,4.65116279,9.36656489,23.32960088,2.74409,467.931206,500.313,17.712075,14.56551055,14.11635562,17.56195112,1.92397378,-8.35027665,0.23633113
SRL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2021,0.0219018,-22.92612213,-36.0154634,1.58987,-18.35604,1.87211,0.68707,FALSE,11.65388326,4.65116279,8.90845549,26.190567,0.68707,222.6005983,263.069,17.930882,13.87189089,12.95038811,16.92849239,-5.02989688,-8.29947454,0.24864745
SRL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2022,0.0219018,-22.92612213,-36.0154634,21.44322,-18.35604,1.20507,1.1329,FALSE,9.59096487,4.65116279,8.89126314,17.81808124,1.1329,122.4178277,229.794,17.071721,13.76210978,12.59133505,17.00997073,63.45069651,-8.32492653,0.24239873
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2010,0.29364192,5.29699793,5.81382242,16.49903,227.53846,2.433836,1.650604,FALSE,22.2041497,7.52840909,12.91309375,60.29761905,1.650604,,20719.6,18.731154,17.50513973,14.01203913,18.64459999,7.21916075,-7.56630434,0.5176018
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2011,0.29599897,-4.15235386,-4.57409568,11.11447,-18.35604,32.361978,13.52399,FALSE,19.21287571,5.45948617,9.04663008,57.51431844,13.52399,,26157.1,18.666955,17.48216997,17.1916733,18.55925067,5.90538715,-7.31029402,0.66862043
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2012,0.4125725,14.53964035,16.6841403,4.45205,163.01869,15.018244,8.821262,FALSE,17.5804664,5.38806432,5.94775941,56.20765027,8.821262,,38341.2,18.897058,17.9032668,16.68990087,18.73508994,4.79184468,-7.34898648,0.64324397
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2013,0.33055176,11.3303908,13.35230071,7.03664,422.89744,31.15587,14.363746,FALSE,21.20671888,5.53787879,14.8375828,55.54597701,14.363746,,25748,18.903446,17.79326512,15.95979491,18.73702316,4.66143426,-7.63715289,0.48219937
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2014,0.35242336,15.21255413,20.46537247,5.13881,359.007212,20.84354,14.08742,FALSE,18.26952481,5.84629187,7.68508338,55.36585366,14.08742,,36142,19.330003,18.09637618,17.37011549,18.93824163,2.82380478,-7.60116528,0.49986861
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2015,0.16622776,-8.63204062,-13.41730962,4.96018,-12.57663,2.95174,1.76207,FALSE,23.90385147,5.22441395,12.7184141,71.24772313,1.76207,,54255.5,18.974566,17.37359772,14.93588434,18.4586603,1.0599634,-6.47213807,1.54591691
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2016,0.12049747,-14.84025108,-26.60410089,4.15831,-12.076536,3.34134,1.73481,FALSE,23.81097039,10.81052392,14.21485496,59.99136442,1.73481,11739.42182,15013,18.987873,16.8651153,14.93359862,18.33239583,0.64626003,-7.24844353,0.71128062
AEL.AX,AX,"Mining, Quarrying, and Oil and Gas Extraction",2017,0.10841063,-2.10321761,-3.73608924,1.81364,-14.150024,0.33834,0.23112,FALSE,24.94424254,9.64743829,20.11692333,55.98827471,0.23112,22252.41693,28365.8,20.015297,17.40628092,15.83243161,19.46816464,1.42650127,-7.15334145,0.78224588
