Firm,exchange,industry,year,asset_turnover,roa,roe,current_ratio,interest_cover,debt_to_equity_perc,debt-to_asset_perc,emission_trading,esg_combined,Environmental,Social,Governance,debt_to_asset_perc,Scope_1_and_2,co2_emission,size,ln_revenue,ln_debt,ln_equity,z_score,ln_co2_revenue,emission
MQG.AX,AX,Finance and Insurance,2012,0.03302763,0.67417752,8.86578769,1.212436,0.22107,497.93727,38.02612,TRUE,63.82124036,78.59384809,72.41842453,65.73063709,38.02612,,52497,25.757787,22.36012434,24.7908899,23.13944744,0,-11.49161304,0.01021541
MQG.AX,AX,Finance and Insurance,2013,0.04260425,0.94177107,11.86304724,1.215658,0.42383,510.3555,42.15119,TRUE,66.52637212,78.24074074,72.43320811,61.4588493,42.15119,,46499,25.69826,22.57266509,24.83435279,23.15714232,0,-11.825479,0.00731577
MQG.AX,AX,Finance and Insurance,2014,0.05309189,1.41033712,17.64631949,0.882014,0.734,589.13883,45.60635,TRUE,58.74055969,82.74508959,74.54022094,78.10833984,45.60635,,42389,25.759595,22.79366663,24.97447169,23.15845689,0,-12.13902246,0.00534675
MQG.AX,AX,Finance and Insurance,2015,0.05334035,1.47537148,19.17141771,1.571588,0.79877,598.20784,45.8133,TRUE,79.60207733,86.43440777,73.87254063,85.76642847,45.8133,,43257,25.95958,22.93351632,25.17898429,23.35580195,0,-12.25860197,0.00474413
MQG.AX,AX,Finance and Insurance,2016,0.05387141,1.56732886,20.05988024,1.595634,0.94689,609.20582,48.49991,TRUE,79.71256315,90.09797032,71.59721931,84.40639033,48.49991,50907.60235,41064,26.005225,23.06150761,25.28161691,23.43901962,0,-12.4386205,0.00396256
MQG.AX,AX,Finance and Insurance,2017,0.05048047,1.63526784,18.84982085,0.883016,0.78801,440.37058,41.58642,TRUE,52.68783714,88.85655411,73.1639196,84.96919828,41.58642,38538,38700,25.93208,22.98315218,25.05468315,23.46816214,0,-12.4195573,0.00403882
MQG.AX,AX,Finance and Insurance,2018,0.05252778,1.85140646,19.54301834,1.682556,0.85019,416.44114,39.57089,TRUE,80.6525576,88.74699375,74.1311901,84.79372674,39.57089,36650,36488,25.977239,23.00850129,25.05016288,23.51792178,0,-12.50376257,0.00371266
MQG.AX,AX,Finance and Insurance,2019,0.05863546,1.98775579,21.1635289,0.99154,0.64061,395.33871,36.71172,TRUE,67.99694826,90.32088214,74.03679816,85.32906091,36.71172,32891,32891,26.010305,23.15749304,25.00823076,23.60027088,0,-12.7565387,0.00288341
MQG.AX,AX,Finance and Insurance,2020,0.05035729,1.52306536,17.20633655,1.570758,0.64149,424.32519,36.13537,TRUE,74.08730924,94.89622103,84.91575295,83.21327262,36.13537,30337,30244,26.26767,23.15863204,25.24977153,23.77078378,0,-12.84157894,0.00264834
MQG.AX,AX,Finance and Insurance,2021,0.04599416,1.55826545,17.70476946,1.570758,1.57345,382.73903,34.82392,FALSE,76.21629979,93.87229731,85.58093431,87.07549369,34.82392,22444,24199,26.227186,23.16839162,25.17232008,23.81648773,0,-13.07432503,0.00209842
MQG.AX,AX,Finance and Insurance,2022,0.04281135,2.02813459,25.56443888,1.682556,2.51809,487.63799,35.18974,FALSE,86.53566657,93.95061504,81.75191572,89.52174663,35.18974,16356,24275,26.712668,23.3481518,25.66825266,24.07530799,0,-13.2509495,0.00175868
HUM.AX,AX,Finance and Insurance,2010,0.26386671,7.29113368,34.75687312,1.34934,1.10127,263.98837,65.92159,FALSE,35.019595,17.06214689,22.58846918,66.1547619,65.92159,,1379.13,20.529018,19.13469371,20.11231412,19.14157927,0,-11.90548557,0.00675326
HUM.AX,AX,Finance and Insurance,2011,0.2583876,8.08732316,31.80919044,1.2494,83.149096,253.07922,65.39037,FALSE,29.36012806,16.66666667,24.46650361,47.8465063,65.39037,,2100.85,20.620632,19.22257919,20.19583646,19.26730409,0,-11.57248188,0.00942182
HUM.AX,AX,Finance and Insurance,2012,0.24085161,8.07690521,32.77048949,1.07511,2.28533,285.19943,67.60882,FALSE,42.49401152,15.25974026,35.32703274,69.36612022,67.60882,,2099.1,20.856168,19.32174413,20.46473601,19.41671752,0,-11.67248017,0.00852523
HUM.AX,AX,Finance and Insurance,2013,0.21879644,7.32052516,29.92674765,1.32052,2.28533,271.60882,68.0505,FALSE,42.22528238,15.24710831,35.95892582,67.74904215,68.0505,,2746.69,21.098383,19.46497763,20.71346295,19.71427028,0,-11.5468258,0.00966668
HUM.AX,AX,Finance and Insurance,2014,0.20658111,5.5200863,22.67921583,1.21718,2.302742,294.18182,69.71991,,43.83829163,15.44715447,35.58401965,72.74616079,69.71991,,3470.83,21.208466,19.57787636,20.84778171,19.76875389,0,-11.42572732,0.01091113
HUM.AX,AX,Finance and Insurance,2015,0.19984168,6.62034187,28.38466373,1.26892,2.219726,310.47503,71.35259,,44.96018633,18.2821119,38.43110014,71.93989071,71.35259,,2405.7,21.303356,19.64680635,20.96581978,19.83288649,0,-11.86121015,0.00705898
HUM.AX,AX,Finance and Insurance,2016,0.17752698,3.12150119,13.62792062,1.257614,2.051754,318.1744,72.71608,,39.48823795,21.15270351,43.86835538,49.24870466,72.71608,3159.186427,2702.66,21.708933,19.79793436,21.39032568,20.23289622,0,-11.89594261,0.00681801
HUM.AX,AX,Finance and Insurance,2017,0.16935322,4.47168603,19.03130354,1.407854,24.819996,298.85383,72.06648,FALSE,50.40252847,56.51755652,31.65668156,81.85092127,72.06648,8015.249209,2340.01,21.747837,19.95280555,21.42025563,20.24957542,0,-12.19489507,0.0050562
HUM.AX,AX,Finance and Insurance,2018,0.17029978,0.5511895,2.40627183,0.923714,24.531598,344.63909,74.85819,FALSE,50.14706192,55.51128818,30.3944278,83.53383459,74.85819,10107.57586,1654.38,21.766471,19.98700237,21.47689645,20.15657508,0,-12.57582077,0.00345454
HUM.AX,AX,Finance and Insurance,2019,0.16381221,3.00893277,14.53837417,1.303912,25.959894,387.55072,76.59513,FALSE,51.16107866,57.77402177,33.71629361,80.30603805,76.59513,3090.422976,1459.24,21.860233,20.00541604,21.5935964,20.15269021,0,-12.71974501,0.00299147
HUM.AX,AX,Finance and Insurance,2020,0.15420105,0.78627591,4.05190456,0.916608,25.18182,399.65422,76.08202,FALSE,48.95927884,60.86167353,26.05119088,83.61252115,76.08202,1979.350992,341.5,21.834564,19.9779829,21.56120576,20.0785278,0,-14.14463522,0.00071955
HUM.AX,AX,Finance and Insurance,2021,0.14024015,2.60031242,12.32149533,1.413776,91.8,319.47043,73.50124,FALSE,51.05938817,65.59745137,29.56957855,81.77938808,73.50124,1609.850503,291.4,21.917006,19.91223562,21.6091386,20.37441733,0,-14.23753872,0.00065572
HUM.AX,AX,Finance and Insurance,2022,0.12465151,-5.20230396,-26.50706663,1.230328,46.54545,484.54676,80.74707,FALSE,43.86058833,55.3281362,20.39370787,78.28548644,80.74707,1805.361118,265.784,22.049465,19.90319396,21.83561665,20.16831416,0,-14.32051001,0.00060351
HUM.AX,AX,Finance and Insurance,2023,0.11959463,0.01874524,0.12761206,0.916608,24.369946,643.6352,84.50344,FALSE,44.77473406,53.02858598,30.19863549,67.71395583,84.50344,642.3876576,297.54,22.285361,20.05070529,22.11698258,20.16552329,0,-14.35515662,0.00058296
HUM.AX,AX,Finance and Insurance,2024,0.12161021,0.16102111,1.36099585,0.916608,24.124484,815.04578,87.11458,FALSE,40.65383007,51.08838876,29.22304858,58.38613859,87.11458,,361.078,22.41266,20.24410037,22.2747144,20.07948009,0,-14.35500636,0.00058304
PAC.AX,AX,Finance and Insurance,2013,0.07262722,16.6960435,18.15791151,2.97683,139.212448,0.33834,0.23112,FALSE,39.26590146,17.55555556,38.22425157,51.92528736,0.23112,,23.1434,18.032843,15.36295391,15.37870928,17.92738767,27.53569899,-12.22124427,0.00492471
PAC.AX,AX,Finance and Insurance,2014,0.03820595,21.74998242,24.32903028,3.17595,120.533802,9.282966,6.988252,FALSE,38.99126629,17.81170483,36.70450049,52.61969286,6.988252,,22.4512,18.089457,14.79678646,15.5859039,17.97086665,31.48416072,-11.6854424,0.00841544
PAC.AX,AX,Finance and Insurance,2015,0.03448729,33.0597707,83.67273785,4.76292,52506.33713,78.860368,34.631182,FALSE,43.09888427,17.86978061,35.9260493,62.0856102,34.631182,,22.9085,19.523505,15.67696663,19.24280863,19.28275882,1.84045636,-12.54545861,0.00356104
PAC.AX,AX,Finance and Insurance,2016,0.0219018,-22.92612213,-36.0154634,0.9091,-17.102518,66.560124,17.016854,FALSE,30.36389178,17.53569212,44.5169488,27.52158895,17.016854,9.36604163,10.7061,19.231439,15.53875044,15.81209096,19.04891385,6.65215184,-13.16793676,0.0019109
PAC.AX,AX,Finance and Insurance,2017,0.12208129,-22.92612213,-30.6398493,1.30471,-10.103232,25.62152,17.69746,FALSE,28.80419898,16.35514019,43.08601365,25.38525963,17.69746,361.9350264,58.7266,19.519473,17.28272234,17.78772347,19.14922462,2.01172763,-13.20982956,0.0018325
PAC.AX,AX,Finance and Insurance,2018,0.10503902,27.7557614,35.09790732,4.56636,331.469574,6.94184,6.02773,FALSE,24.93373713,15.85648148,32.77840308,25.78947368,6.02773,376.4982779,47.7861,19.775079,17.40199731,16.96627883,19.63203524,9.3901538,-13.53526251,0.00132346
PAC.AX,AX,Finance and Insurance,2019,0.13354605,13.1852963,14.99240921,2.91116,23.157802,2.0859,1.85537,FALSE,31.07874171,45.23533951,40.11468403,22.3407775,1.85537,166.3883592,63.4285,19.882039,17.81667933,15.8949521,19.76351944,6.97104274,-13.66676604,0.00116038
PAC.AX,AX,Finance and Insurance,2020,0.12434298,-6.27271871,-6.95013014,2.1674,84.55682,0.63245,0.5789,FALSE,49.23021333,43.72427984,40.11868428,61.97123519,0.5789,127.0785278,50.148,19.901824,17.80726853,14.75003406,19.81200245,8.92230532,-13.8922899,0.00092609
PAC.AX,AX,Finance and Insurance,2021,0.09530764,5.2242428,5.82714259,2.87396,212.31461,0.33834,0.23112,FALSE,50.41633698,42.59259259,36.99739885,67.20611916,0.23112,72.33028289,29.18,19.943504,17.57223556,13.42984808,19.8129025,7.00808079,-14.19875202,0.00068165
PAC.AX,AX,Finance and Insurance,2022,0.07540217,-9.06406128,-10.36775337,2.06394,248.78333,0.33834,0.23112,FALSE,43.22616327,12.08981002,31.66480407,65.9569378,0.23112,84.28781841,30.4468,20.220271,17.50651276,13.86620367,20.07854685,6.57097117,-14.09053186,0.00075956
PAC.AX,AX,Finance and Insurance,2023,0.06749148,-2.89754068,-3.383943,4.78651,31.536,8.94009,7.52338,FALSE,47.02076204,11.12565445,31.20553402,74.53301127,7.52338,72.14176671,27.4728,20.222902,17.52583345,17.63574717,20.04898359,5.8873276,-14.21263703,0.00067225
PAC.AX,AX,Finance and Insurance,2024,0.14945087,21.32753107,25.651566,62.25574,333.38122,10.02522,8.25094,FALSE,42.34999432,10.87595532,30.05187387,65.52825553,8.25094,,9.24635,20.405648,18.41765617,17.91080467,20.21087065,9.42940688,-16.1934273,9.27E-05
NAB.AX,AX,Finance and Insurance,2003,0.04123852,1.45265326,22.30589354,1.816422,0.93617,89.1441,6.10284,FALSE,40.84181818,59.52380952,48.68087558,32.85714286,6.10284,,80748.6,26.708388,23.49441602,23.91197107,23.75614938,0,-12.19532012,0.00505405
NAB.AX,AX,Finance and Insurance,2004,0.03095225,1.17329994,16.64180283,1.584188,0.44821,109.43022,7.93154,FALSE,56.58464498,62.55714518,65.22014413,53.65624205,7.93154,,285128,26.741073,23.24955432,24.20674956,24.11663264,0,-10.68886084,0.02279747
NAB.AX,AX,Finance and Insurance,2005,0.03621374,1.5399478,20.92867744,1.525068,0.46324,136.45989,10.18675,FALSE,42.07500983,96.10654651,89.26958565,68.60082305,10.18675,,275035,26.769687,23.43716556,24.48560484,23.78614261,0,-10.91251192,0.01822873
NAB.AX,AX,Finance and Insurance,2006,0.03317673,1.6312847,24.86936945,1.33991,0.40713,240.87659,13.89853,FALSE,45.22076164,87.29344578,88.10532504,72.13922764,13.89853,,239028,26.906971,23.43477671,24.93358439,23.87911666,0,-11.05044073,0.01588015
NAB.AX,AX,Finance and Insurance,2007,0.02865898,1.47817999,27.0563631,0.778158,0.33919,368.33194,19.16966,FALSE,76.24344053,83.88762313,83.66362479,68.7688378,19.16966,,237645,27.076278,23.44291517,25.42443687,23.95169587,0,-11.06438193,0.0156603
NAB.AX,AX,Finance and Insurance,2008,0.0219018,0.74312419,14.5829016,0.676578,0.16729,393.30512,19.66888,FALSE,82.07882845,91.60561594,84.29837481,75.42825362,19.66888,,195560,27.210644,23.30416425,25.58451132,24.0582878,0,-11.12054174,0.01480506
NAB.AX,AX,Finance and Insurance,2009,0.02452631,0.76023004,14.09997029,0.96124,0.22828,290.54579,16.80548,FALSE,66.7214705,81.72136125,84.27185405,81.02129426,16.80548,,209360,27.206557,23.50059331,25.42309144,24.21676889,0,-11.24878278,0.01302314
NAB.AX,AX,Finance and Insurance,2010,0.02555385,0.84711866,14.78336741,1.060874,0.31768,316.57853,17.97793,FALSE,61.31310812,92.77857759,87.66119685,93.63095238,17.97793,,207674,27.254073,23.56363002,25.53804844,24.25039078,0,-11.3199052,0.01212907
NAB.AX,AX,Finance and Insurance,2011,0.02363394,0.93463332,16.58327377,1.42014,0.33363,326.21362,18.25827,FALSE,62.87417728,92.31723767,81.42971375,94.30258173,18.25827,,198541,27.348336,23.55724359,25.6477839,24.34102516,0,-11.35849269,0.01166996
NAB.AX,AX,Finance and Insurance,2012,0.02474211,0.81207927,14.32475492,0.80305,0.29531,308.7163,17.72098,TRUE,78.09620823,91.92289134,74.95212791,83.13085305,17.72098,,196317,27.360642,23.65525927,25.63022068,24.38276797,0,-11.46777329,0.01046187
NAB.AX,AX,Finance and Insurance,2013,0.02554547,1.02837962,17.93765733,1.169634,0.45295,335.77281,19.22753,TRUE,74.5130923,92.93549178,76.80938778,82.19211067,19.22753,,198388,27.42014,23.72353779,25.77131252,24.4557554,0,-11.5255578,0.00987447
NAB.AX,AX,Finance and Insurance,2014,0.02317781,0.91922198,16.50757286,1.42014,0.4753,352.22927,19.10402,TRUE,64.54444015,94.74883946,86.68193559,78.51224105,19.10402,,192463,27.506932,23.69991722,25.85166046,24.49740514,0,-11.53225802,0.00980853
NAB.AX,AX,Finance and Insurance,2015,0.0219018,1.03516572,18.40051827,1.280816,0.6119,357.51986,20.78107,FALSE,85.84353461,95.28264416,82.72401277,90.9209752,20.78107,,185081,27.585032,23.65387275,26.01390379,24.67790762,0,-11.5253239,0.00987678
NAB.AX,AX,Finance and Insurance,2016,0.0219018,1.03686303,16.8083274,1.175696,0.60521,373.5399,24.67871,FALSE,55.68204446,95.34672568,90.60776041,89.21433506,24.67871,150030,150030,27.378333,23.64287272,25.97910359,24.59394588,0,-11.72428217,0.00809485
NAB.AX,AX,Finance and Insurance,2017,0.0219018,1.10681231,16.87777691,1.344778,0.60101,394.12475,25.65604,FALSE,87.03653454,96.0112931,90.04703858,84.15192074,25.65604,123312,123312,27.393176,23.55718481,26.03278523,24.60247635,0,-11.83471181,0.00724853
NAB.AX,AX,Finance and Insurance,2018,0.02290519,1.05340051,16.14934297,1.158036,0.61065,432.81037,28.28768,FALSE,50.14978785,95.33157006,87.79703155,83.34685198,28.28768,117029,117028,27.415982,23.6282525,26.15323846,24.63089922,0,-11.958084,0.00640723
NAB.AX,AX,Finance and Insurance,2019,0.0219018,1.00929226,15.40861923,1.13862,0.53482,434.36084,28.51082,FALSE,52.1539417,95.10846947,87.9416736,70.19857629,28.51082,109641,109671,27.465113,23.5737411,26.2102264,24.70576595,0,-11.96850084,0.00634083
NAB.AX,AX,Finance and Insurance,2020,0.0219018,0.60255974,8.83341745,1.295806,0.59801,339.36828,24.00385,FALSE,44.09137682,90.5154799,86.32395787,78.83534886,24.00385,96264,96290,27.487803,23.55477184,26.06084718,24.80666741,0,-12.07965209,0.0056738
NAB.AX,AX,Finance and Insurance,2021,0.0219018,1.01175264,14.61731898,1.317472,2.50843,192.18051,13.0295,FALSE,52.13652624,91.67089892,87.44445662,94.5855581,13.0295,85671,85671,27.554106,23.55052029,25.51615134,24.86288646,0,-12.19225063,0.00506959
NAB.AX,AX,Finance and Insurance,2022,0.0219018,0.98369891,15.99855514,1.318908,1.50681,402.91029,22.54195,FALSE,57.9441599,91.18237446,85.99491284,90.38203275,22.54195,75487,75634,27.684681,23.64911198,26.19488924,24.80134551,0,-12.41545079,0.00405544
PNI.AX,AX,Finance and Insurance,2018,0.17725059,-1.88694408,-2.0269687,6.57936,1.48148,1.404078,1.231542,FALSE,34.42948971,15.85648148,51.82732206,30.06683375,1.231542,79.41070866,25.9019,18.468509,16.62141316,14.6487847,18.40146734,128.1632586,-13.36709683,0.00156583
PNI.AX,AX,Finance and Insurance,2019,0.14484823,-1.79800245,-1.90586953,7.22623,-18.35604,1.417814,1.2016,FALSE,37.4863963,13.98533951,51.83343403,36.61703888,1.2016,254.487495,32.6408,19.045324,16.86587305,15.11076604,18.99195968,81.38901492,-13.38031001,0.00154527
PNI.AX,AX,Finance and Insurance,2020,0.10534779,-2.63240172,-3.06291028,3.79382,-4.85986,17.94142,14.17574,FALSE,39.61739207,33.2969154,54.78730027,32.71573604,14.17574,73.1954792,72.7,19.290437,16.92488397,17.33679942,19.05485787,14.808769,-12.63854258,0.00324452
PNI.AX,AX,Finance and Insurance,2021,0.10751398,0.19079647,0.26685845,8.41104,1.91405,42.20229,28.10705,FALSE,50.46194982,40.7869621,60.68160938,48.4382151,28.10705,45.15716939,45,19.71869,17.29718132,18.44954027,19.31223606,20.90904522,-13.49051883,0.00138402
PNI.AX,AX,Finance and Insurance,2022,0.10188071,0.15039459,0.21019199,14.45093,3.62799,30.24884,22.66496,FALSE,62.5250381,86.77434317,65.7877413,54.56444483,22.66496,50.16911667,50.5,20.101058,17.64408673,18.61670795,19.81242025,13.0038385,-13.7221134,0.0010979
PNI.AX,AX,Finance and Insurance,2023,0.08355655,1.67304024,2.20986303,7.15328,1.06882,28.51436,21.8035,TRUE,60.76832687,85.42669373,61.88683559,54.18233291,21.8035,29.71458276,29.6,20.13021,17.63350856,18.60711052,19.86187277,17.95540015,-14.2457342,0.00065036
PNI.AX,AX,Finance and Insurance,2024,0.08627473,-0.08189301,-0.10586624,11.52978,-0.09848,24.00295,18.77007,TRUE,51.31575063,75.49877659,61.22730594,37.51303119,18.77007,,31.8648,20.183684,17.70708593,18.51077736,19.93777088,25.63149237,-14.24558398,0.00065046
HUB.AX,AX,Finance and Insurance,2017,0.56266775,8.15856809,11.9893241,1.53725,21.593352,17.099472,11.0684,FALSE,17.96217221,16.35514019,30.78703704,12.52093802,11.0684,411.4655676,294.133,17.960422,17.06865868,16.15626683,17.59092177,17.1894785,-11.38462663,0.01136893
HUB.AX,AX,Finance and Insurance,2018,0.66470681,14.47583217,19.33334007,2.34559,298.256146,4.09053,3.209374,FALSE,19.0688233,15.85648148,29.51895778,15.96491228,3.209374,536.7166688,318.761,18.09802,17.62317637,14.86960069,17.87363305,51.35101755,-11.85873476,0.00707647
HUB.AX,AX,Finance and Insurance,2019,0.76830444,14.46641839,17.66564181,3.09053,145.46481,0.72654,0.60847,FALSE,21.92810507,13.98533951,30.01325859,21.67907361,0.60847,549.586427,217.223,18.166069,17.8690541,13.06408363,17.98872086,62.79033619,-12.48812962,0.00377115
HUB.AX,AX,Finance and Insurance,2020,0.8437386,15.30442967,19.20234188,3.05584,75.8502,8.09317,6.19069,FALSE,20.86871817,13.3744856,31.2249221,18.38409475,6.19069,523.7790541,158.972,18.398614,18.11917379,15.61649088,18.13064084,29.20360339,-13.0504457,0.00214913
HUB.AX,AX,Finance and Insurance,2021,0.57983765,9.39185726,11.99560468,2.6788,71.74917,10.63352,8.40724,FALSE,20.08461761,12.34567901,30.81938456,17.04508857,8.40724,477.8636722,237.165,19.249315,18.36681572,16.7732376,19.01439623,44.64226394,-12.89805962,0.0025029
HUB.AX,AX,Finance and Insurance,2022,0.43771584,5.44096797,6.63734649,1.43973,49.80591,10.85875,9.03366,FALSE,38.70733107,28.68263927,55.31841484,31.31454421,9.03366,255.45,235.49,20.121271,18.95127958,17.7170589,19.93725748,19.35340306,-13.48961113,0.00138528
HUB.AX,AX,Finance and Insurance,2023,0.44523283,8.51835767,10.09075928,2.46828,32.50596,7.8709,6.73291,FALSE,37.8609642,22.99361923,56.56096806,29.94047535,6.73291,359.2185971,242.24,20.206893,19.35584033,17.50873058,20.0507288,26.70106146,-13.86591136,0.00095085
HUB.AX,AX,Finance and Insurance,2024,0.48976435,9.64823296,11.42126017,2.97659,28.75472,8.70153,7.26185,FALSE,43.29427057,19.57631293,56.62873268,42.412232,7.26185,,271.121,20.24963,19.51465898,17.62709425,20.06876613,40.40871454,-13.91209376,0.00090793
MYS.AX,AX,Finance and Insurance,2017,0.02636113,0.90582589,13.83645738,1.114418,0.46242,320.61987,20.29997,FALSE,49.3001653,22.17412217,45.93261565,73.6599665,20.29997,1410.396686,795.067,22.314632,18.6270443,20.72008077,19.55499474,0,-11.94861791,0.00646817
MYS.AX,AX,Finance and Insurance,2018,0.02372019,0.88699439,14.15497351,1.68084,0.45257,366.89692,22.76373,FALSE,46.52902264,21.60247897,38.1633521,76.66666667,22.76373,1361.926047,712.803,22.365811,18.59911977,20.88580892,19.58589817,0,-12.02991469,0.00596313
MYS.AX,AX,Finance and Insurance,2019,0.0219018,0.78337042,13.15105352,1.68084,0.37818,408.32919,23.40805,FALSE,45.38102737,20.30044661,35.76479844,76.78246485,23.40805,1382.912035,637.405,22.465989,18.59226991,21.01389905,19.60699556,0,-12.13486467,0.00536902
MYS.AX,AX,Finance and Insurance,2020,0.0219018,0.72804024,12.99021941,1.29803,0.48564,454.30872,24.91638,FALSE,39.34067767,19.01462664,31.89284326,65.33840948,24.91638,1257.275217,515.932,22.530867,18.66088591,21.14122194,19.62761516,0,-12.41491094,0.00405763
MYS.AX,AX,Finance and Insurance,2021,0.0219018,0.8238145,13.89072706,1.523002,1.01941,280.08665,17.77552,FALSE,42.72484312,20.75213832,30.45206649,75.40257649,17.77552,325,325,22.601582,18.73654932,20.87423346,19.84430461,0,-12.95272414,0.00236976
MYS.AX,AX,Finance and Insurance,2022,0.0219018,0.62783458,10.86274607,1.527734,0.92724,302.35769,16.08787,FALSE,46.93208204,21.04407422,36.0967114,78.51983563,16.08787,247,247,22.812639,18.74518161,20.98553394,19.87909342,0,-13.23579327,0.00178553
MYS.AX,AX,Finance and Insurance,2023,0.0219018,0.641532,12.43639265,1.578362,0.24893,420.13493,21.06886,FALSE,51.21073306,18.75636548,44.8176416,78.62125226,21.06886,157,157,22.934205,18.88421348,21.37683088,19.94142514,0,-13.82796768,0.00098762
MYS.AX,AX,Finance and Insurance,2024,0.0219018,0.54887583,10.88390244,1.526618,0.14078,484.13355,24.55086,FALSE,52.18019779,24.73993479,44.1334349,79.80914654,24.55086,,131,22.939026,18.82973939,21.53460308,19.95741247,0,-13.95454206,0.0008702
ZIP.AX,AX,Finance and Insurance,2019,0.16180624,-2.25862475,-20.968296,28.0617,-0.50126,769.91982,85.73812,FALSE,15.87941356,20.30044661,20.53051541,15.82299421,85.73812,310.2609888,199.695,20.345166,18.22682897,20.19129373,18.15017753,0,-12.93003777,0.00242413
ZIP.AX,AX,Finance and Insurance,2020,0.15881159,-2.08021499,-14.8960127,2.17141,-1.41871,530.85102,81.85743,FALSE,18.92222771,19.01462664,24.85548202,18.31641286,81.85743,510.2166305,271.199,21.009972,18.89179001,20.80978109,19.14046986,0,-13.28893714,0.00169312
ZIP.AX,AX,Finance and Insurance,2021,0.168997,-22.92612213,-36.0154634,3.35155,-1.67935,148.25286,50.01869,FALSE,39.90052336,23.2153059,39.69052052,53.84344012,50.01869,603.6003637,43.53,21.926182,19.79165586,21.23340863,20.83965946,0,-16.01820551,0.00011051
ZIP.AX,AX,Finance and Insurance,2022,0.1779213,-22.92612213,-36.0154634,3.84908,-2.03085,631.38579,81.78597,FALSE,43.83380864,23.1002229,50.79753543,48.89030179,81.78597,444.0657956,350.6,21.940968,20.20718811,21.73990314,19.89483487,0,-14.34754214,0.00058741
ZIP.AX,AX,Finance and Insurance,2023,0.19993833,-10.81385656,-36.0154634,1.53737,0.04112,1251.91175,86.41919,FALSE,43.45748108,20.44437479,40.32459955,62.56546295,86.41919,349.3669218,205.5,21.945501,20.3334905,21.79954049,19.27228361,0,-15.00804446,0.00030345
ZIP.AX,AX,Finance and Insurance,2024,0.26394236,0.76338443,7.93334524,1.84211,0.97949,607.28572,76.05394,FALSE,44.68199113,22.53138556,39.40945972,66.43741807,76.05394,,140.7,21.880857,20.58167693,21.60713007,19.80330086,0,-15.63504696,0.0001621
IEL.AX,AX,Educational Services,2016,2.26427239,33.0597707,63.39683637,1.07792,522.50485,34.41692,14.134716,FALSE,17.54912729,0,37.68656716,14.25734024,14.134716,5482.413296,6113,18.852957,19.70614874,16.55028957,18.18897565,0,-10.98797581,0.01690374
IEL.AX,AX,Educational Services,2017,2.00133528,30.72013891,71.9802999,0.93095,153.28155,44.03905,16.30533,FALSE,15.83204039,0,26.49253731,18.45058626,16.30533,5275.105081,6852,19.295516,19.79233597,17.48183761,18.30193099,11.75452785,-10.96004011,0.01738261
IEL.AX,AX,Educational Services,2018,1.84285487,27.94422504,77.72148836,1.01509,55.44665,63.11632,22.13206,FALSE,22.2705381,0,30.59701493,30.91896408,22.13206,4975.493459,6634,19.481411,20.00409291,17.97326801,18.43326128,17.64260825,-11.20412969,0.01361784
IEL.AX,AX,Educational Services,2019,1.81719747,28.97558278,74.73485012,1.30618,69.18638,39.28495,16.36938,FALSE,34.48508308,0,52.01492537,44.42514475,16.36938,4843.367023,8223,19.727548,20.20932871,17.91779022,18.85414357,25.93205427,-11.19463833,0.01374771
IEL.AX,AX,Educational Services,2020,1.10590677,19.38509876,38.31022827,2.51986,18.99467,37.67039,20.85696,FALSE,27.5960469,6.66666667,40.62075984,31.85279188,20.85696,4418,4418,20.355539,20.19071594,18.78805623,19.76525688,18.91786562,-11.79727356,0.00752505
IEL.AX,AX,Educational Services,2021,0.76201443,8.48295224,15.26274369,2.52772,12.37354,36.88201,20.57684,FALSE,30.19708202,2.5,41.99457259,39.87922705,20.57684,4438.386892,4431,20.360058,20.08601116,18.77905424,19.77788352,26.90976026,-11.68963059,0.00838027
IEL.AX,AX,Educational Services,2022,0.94996731,18.2169141,36.07750883,1.61209,24.73931,56.30918,26.30465,FALSE,56.06090934,30,73.16098081,60.7047957,26.30465,4612,4612.5,20.697729,20.49175109,19.36230388,19.93729478,16.27928596,-12.05522581,0.00581409
IEL.AX,AX,Educational Services,2023,0.88931477,18.77565659,42.62024445,1.34913,15.93656,63.691,26.71851,FALSE,53.32713065,35.55555556,65.73861462,61.43376259,26.71851,6754.07699,6750,20.933095,20.70501632,19.61328113,20.06387833,11.7121718,-11.88771854,0.00687432
IEL.AX,AX,Educational Services,2024,0.83319858,15.16575876,36.27887761,1.58546,10.37652,75.59809,31.49342,FALSE,58.95468989,42.44444444,68.67367707,68.05034825,31.49342,,5593,20.951457,20.75983496,19.79606581,20.07425994,8.84260966,-12.13056387,0.00539216
JLG.AX,AX,Construction,2021,2.39380531,16.3762862,59.04460041,1.12765,22.97436,45.21578,13.3642,FALSE,23.1118946,19.29305524,28.23594106,21.63446055,13.3642,19305.91954,6140.19,19.33041,20.16436454,17.31781944,17.99850682,6.8383729,-11.44175358,0.01073766
JLG.AX,AX,Construction,2022,2.02289388,12.72827754,27.837432,1.19305,29.91243,16.81409,8.74279,FALSE,22.78179443,18.18343601,30.26631072,18.90749601,8.74279,22685.42171,9163.96,20.277107,20.61636747,17.84016558,19.58293115,5.44392267,-11.49333379,0.01019785
